Day,Confirmed,Deaths,Recovered,Active
2020-03-02,1,0,0,1
2020-03-03,1,0,0,1
2020-03-04,1,0,0,1
2020-03-05,1,0,0,1
2020-03-06,1,0,0,1
2020-03-07,1,0,0,1
2020-03-08,2,0,0,2
2020-03-09,6,0,0,6
2020-03-10,8,0,1,7
2020-03-11,10,0,1,9
2020-03-12,10,0,1,9
2020-03-13,17,0,1,16
2020-03-14,26,0,1,25
2020-03-15,30,0,1,29
2020-03-16,34,0,1,33
2020-03-17,49,0,1,48
2020-03-18,71,0,1,70
2020-03-19,86,0,1,85
2020-03-20,111,0,1,110
2020-03-21,124,0,1,123
2020-03-22,139,0,1,138
2020-03-23,180,0,1,179
2020-03-24,197,0,1,196
2020-03-25,221,0,1,220
2020-03-26,244,0,1,243
2020-03-27,280,0,1,279
2020-03-28,305,0,1,304
2020-03-29,347,0,1,346
2020-03-30,376,0,1,375
2020-03-31,398,0,1,397
2020-04-01,446,0,1,445
2020-04-02,458,0,31,427
2020-04-03,493,1,1,491
2020-04-04,509,1,1,507
2020-04-05,533,1,1,531
2020-04-06,542,1,16,525
2020-04-07,548,2,16,530
2020-04-08,577,2,16,559
2020-04-09,589,3,16,570
2020-04-10,612,3,16,593
2020-04-11,630,3,16,611
2020-04-12,651,5,16,630
2020-04-13,655,5,16,634
2020-04-14,657,5,16,636
2020-04-15,666,5,44,617
2020-04-16,675,5,57,613
2020-04-17,682,5,88,589
2020-04-18,712,5,88,619
2020-04-19,727,5,88,634
2020-04-20,739,5,88,646
2020-04-21,748,9,133,606
2020-04-22,761,11,133,617
2020-04-23,778,11,133,634
2020-04-24,784,12,267,505
2020-04-25,804,12,267,525
2020-04-26,812,12,267,533
2020-04-27,818,13,267,538
2020-04-28,836,13,267,556
2020-04-29,849,15,348,486
2020-04-30,858,15,348,495
2020-05-01,870,16,348,506
2020-05-02,871,16,348,507
2020-05-03,879,16,348,515
2020-05-04,896,16,348,532
2020-05-05,896,17,348,531
2020-05-06,900,17,464,419
2020-05-07,909,18,464,427
2020-05-08,928,18,464,446
2020-05-09,930,18,464,448
2020-05-10,939,18,464,457
2020-05-11,946,18,464,464
2020-05-12,950,18,627,305
2020-05-13,951,19,627,305
2020-05-14,962,19,627,316
2020-05-15,970,19,662,289
2020-05-16,997,19,662,316
2020-05-17,1008,19,662,327
2020-05-18,1009,19,662,328
2020-05-19,1012,21,694,297
2020-05-20,1016,21,694,301
2020-05-21,1025,22,694,309
2020-05-22,1030,22,712,296
2020-05-23,1046,22,712,312
2020-05-24,1047,22,712,313
2020-05-25,1049,22,712,315
2020-05-26,1053,22,741,290
2020-05-27,1057,23,741,293
2020-05-28,1061,24,741,296
2020-05-29,1064,24,745,295
2020-05-30,1065,24,745,296
2020-05-31,1066,24,745,297
2020-06-01,1066,24,745,297
2020-06-02,1071,24,760,287
2020-06-03,1079,24,760,295
2020-06-04,1082,25,760,297
2020-06-05,1085,25,781,279
2020-06-06,1086,25,781,280
2020-06-07,1088,25,781,282
2020-06-08,1088,26,781,281
2020-06-09,1089,26,794,269
2020-06-10,1092,26,794,272
2020-06-11,1094,26,818,250
2020-06-12,1096,27,818,251
2020-06-13,1097,28,845,224
2020-06-14,1097,28,845,224
2020-06-15,1097,28,845,224
2020-06-16,1098,28,875,195
2020-06-17,1104,30,875,199
2020-06-18,1108,30,903,175
2020-06-19,1110,30,903,177
2020-06-20,1111,30,903,178
2020-06-21,1111,30,903,178
2020-06-22,1111,30,903,178
2020-06-23,1111,30,903,178
2020-06-24,1111,30,903,178
2020-06-25,1111,30,903,178
2020-06-26,1112,30,932,150
2020-06-27,1115,30,932,153
2020-06-28,1116,30,932,154
2020-06-29,1117,30,932,155
2020-06-30,1118,30,974,114
2020-07-01,1121,30,974,117
2020-07-02,1122,30,988,104
2020-07-03,1122,30,997,95
2020-07-04,1123,30,1000,93
2020-07-05,1124,30,1000,94
2020-07-06,1127,30,1000,97
2020-07-07,1134,30,1008,96
2020-07-08,1141,30,1008,103
2020-07-09,1154,30,1019,105
2020-07-10,1165,30,1019,116
2020-07-11,1173,30,1019,124
2020-07-12,1173,30,1019,124
2020-07-13,1174,31,1019,124
2020-07-14,1174,31,1022,121
2020-07-15,1178,31,1022,125
2020-07-16,1179,31,1022,126
2020-07-17,1185,31,1022,132
2020-07-18,1189,31,1022,136
2020-07-19,1192,31,1022,139
2020-07-20,1192,31,1022,139
2020-07-21,1193,31,1045,117
2020-07-22,1197,31,1045,121
2020-07-23,1203,31,1045,127
2020-07-24,1205,31,1045,129
2020-07-25,1206,31,1045,130
2020-07-26,1219,31,1045,143
2020-07-27,1219,31,1045,143
2020-07-28,1220,31,1052,137
2020-07-29,1224,31,1052,141
2020-07-30,1228,31,1052,145
2020-07-31,1231,32,1052,147
2020-08-01,1238,32,1052,154
2020-08-02,1243,32,1052,159
2020-08-03,1246,32,1052,162
2020-08-04,1249,32,1070,147
2020-08-05,1257,32,1070,155
2020-08-06,1275,32,1070,173
2020-08-07,1281,32,1070,179
2020-08-08,1288,32,1070,186
2020-08-09,1290,32,1070,188
2020-08-10,1290,32,1070,188
2020-08-11,1293,32,1078,183
2020-08-12,1303,32,1078,193
2020-08-13,1307,32,1078,197
2020-08-14,1308,32,1078,198
2020-08-15,1315,32,1078,205
2020-08-16,1322,32,1078,212
2020-08-17,1323,32,1078,213
2020-08-18,1323,33,1093,197
2020-08-19,1326,33,1093,200
2020-08-20,1327,33,1093,201
2020-08-21,1330,33,1093,204
2020-08-22,1333,33,1093,207
2020-08-23,1337,33,1093,211
2020-08-24,1337,33,1093,211
2020-08-25,1342,33,1135,174
2020-08-26,1360,33,1135,192
2020-08-27,1366,34,1163,169
2020-08-28,1375,34,1163,178
2020-08-29,1381,34,1163,184
2020-08-30,1393,34,1163,196
2020-08-31,1396,34,1163,199
2020-09-01,1404,34,1173,197
2020-09-02,1406,34,1173,199
2020-09-03,1410,34,1187,189
2020-09-04,1416,35,1187,194
2020-09-05,1425,35,1187,203
2020-09-06,1428,35,1187,206
2020-09-07,1429,35,1187,207
2020-09-08,1432,35,1187,210
2020-09-09,1443,35,1234,174
2020-09-10,1448,35,1248,165
2020-09-11,1459,35,1248,176
2020-09-12,1464,35,1248,181
2020-09-13,1474,35,1248,191
2020-09-14,1477,35,1248,194
2020-09-15,1482,35,1248,199
2020-09-16,1486,35,1248,203
2020-09-17,1494,36,1248,210
2020-09-18,1498,36,1248,214
2020-09-19,1515,36,1248,231
2020-09-20,1525,36,1248,241
2020-09-21,1526,36,1248,242
2020-09-22,1560,36,1248,276
2020-09-23,1572,36,1248,288
2020-09-24,1594,36,1248,310
2020-09-25,1625,36,1282,307
2020-09-26,1654,36,1304,314
2020-09-27,1676,36,1304,336
2020-09-28,1697,36,1304,357
2020-09-29,1729,37,1307,385
2020-09-30,1824,37,1307,480
2020-10-01,1868,37,1307,524
2020-10-02,1945,38,1307,600
2020-10-03,2019,38,1307,674
2020-10-04,2086,38,1307,741
2020-10-05,2126,39,1307,780
2020-10-06,2194,40,1322,832
2020-10-07,2261,40,1322,899
2020-10-08,2370,40,1322,1008
2020-10-09,2507,40,1322,1145
2020-10-10,2596,40,1322,1234
2020-10-11,2670,40,1322,1308
2020-10-12,2765,40,1325,1400
