Day,Confirmed,Deaths,Recovered,Active
2020-03-12,1,1,0,0
2020-03-13,1,1,0,0
2020-03-14,1,1,0,0
2020-03-15,4,1,0,3
2020-03-16,4,1,0,3
2020-03-17,7,1,0,6
2020-03-18,7,1,0,6
2020-03-19,7,1,0,6
2020-03-20,7,1,0,6
2020-03-21,7,1,0,6
2020-03-22,18,1,0,17
2020-03-23,20,1,0,19
2020-03-24,5,1,0,4
2020-03-25,5,1,0,4
2020-03-26,5,1,0,4
2020-03-27,5,1,0,4
2020-03-28,8,1,0,7
2020-03-29,8,1,0,7
2020-03-30,8,1,0,7
2020-03-31,12,2,0,10
2020-04-01,19,2,0,17
2020-04-02,19,4,0,15
2020-04-03,23,4,0,19
2020-04-04,23,4,0,19
2020-04-05,24,4,0,20
2020-04-06,31,4,8,19
2020-04-07,33,5,8,20
2020-04-08,37,6,8,23
2020-04-09,37,6,8,23
2020-04-10,37,6,8,23
2020-04-11,45,6,8,31
2020-04-12,45,6,8,31
2020-04-13,45,6,8,31
2020-04-14,47,6,8,33
2020-04-15,55,6,8,41
2020-04-16,55,6,8,41
2020-04-17,63,6,9,48
2020-04-18,63,6,9,48
2020-04-19,65,7,9,49
2020-04-20,65,7,9,49
2020-04-21,66,7,9,50
2020-04-22,67,7,9,51
2020-04-23,70,7,9,54
2020-04-24,73,7,12,54
2020-04-25,73,7,12,54
2020-04-26,74,8,12,54
2020-04-27,74,8,15,51
2020-04-28,74,8,15,51
2020-04-29,78,8,18,52
2020-04-30,82,9,22,51
2020-05-01,82,9,22,51
2020-05-02,82,9,22,51
2020-05-03,82,9,22,51
2020-05-04,92,9,27,56
2020-05-05,93,10,27,56
2020-05-06,93,10,27,56
2020-05-07,93,10,27,56
2020-05-08,94,10,35,49
2020-05-09,94,10,35,49
2020-05-10,104,10,35,59
2020-05-11,109,10,36,63
2020-05-12,113,10,36,67
2020-05-13,113,10,41,62
2020-05-14,113,10,42,61
2020-05-15,116,10,43,63
2020-05-16,117,10,43,64
2020-05-17,117,10,43,64
2020-05-18,124,10,44,70
2020-05-19,125,10,46,69
2020-05-20,125,10,47,68
2020-05-21,127,10,57,60
2020-05-22,127,10,57,60
2020-05-23,127,10,58,59
2020-05-24,135,10,62,63
2020-05-25,137,11,62,64
2020-05-26,139,11,62,66
2020-05-27,139,11,67,61
2020-05-28,150,11,67,72
2020-05-29,150,11,67,72
2020-05-30,152,12,67,73
2020-05-31,153,12,70,71
2020-06-01,153,12,70,71
2020-06-02,153,12,70,71
2020-06-03,153,12,70,71
2020-06-04,153,12,77,64
2020-06-05,153,12,77,64
2020-06-06,154,12,80,62
2020-06-07,154,12,80,62
2020-06-08,154,12,84,58
