Day,Confirmed,Deaths,Recovered,Active
2020-02-25,1,0,0,1
2020-02-26,3,0,0,3
2020-02-27,3,0,0,3
2020-02-28,5,0,0,5
2020-02-29,6,0,0,6
2020-03-01,7,0,0,7
2020-03-02,7,0,0,7
2020-03-03,9,0,0,9
2020-03-04,10,0,0,10
2020-03-05,10,0,0,10
2020-03-06,11,0,0,11
2020-03-07,12,0,0,12
2020-03-08,12,0,0,12
2020-03-09,12,0,0,12
2020-03-10,14,0,0,14
2020-03-11,19,0,0,19
2020-03-12,19,0,0,19
2020-03-13,32,0,1,31
2020-03-14,38,0,1,37
2020-03-15,49,0,1,48
2020-03-16,57,0,2,55
2020-03-17,65,0,4,61
2020-03-18,81,0,4,77
2020-03-19,105,1,5,99
2020-03-20,128,1,5,122
2020-03-21,206,1,5,200
2020-03-22,254,1,5,248
2020-03-23,315,1,5,309
2020-03-24,382,1,5,376
2020-03-25,442,1,22,419
2020-03-26,495,3,22,470
2020-03-27,586,3,37,546
2020-03-28,657,5,45,607
2020-03-29,713,6,52,655
2020-03-30,790,6,67,717
2020-03-31,867,6,67,794
2020-04-01,963,6,73,884
2020-04-02,1011,7,88,916
2020-04-03,1079,8,92,979
2020-04-04,1126,12,119,995
2020-04-05,1182,15,125,1042
2020-04-06,1222,16,130,1076
2020-04-07,1282,18,167,1097
2020-04-08,1343,19,179,1145
2020-04-09,1407,20,219,1168
2020-04-10,1495,21,231,1243
2020-04-11,1534,21,323,1190
2020-04-12,1600,23,373,1204
2020-04-13,1650,25,400,1225
2020-04-14,1704,31,415,1258
2020-04-15,1741,33,473,1235
2020-04-16,1791,35,529,1227
2020-04-17,1814,36,600,1178
2020-04-18,1832,39,615,1178
2020-04-19,1871,47,709,1115
2020-04-20,1881,47,771,1063
2020-04-21,1908,48,801,1059
2020-04-22,1950,48,869,1033
2020-04-23,1981,50,883,1048
2020-04-24,2009,51,982,976
2020-04-25,2016,54,1034,928
2020-04-26,2030,55,1103,872
2020-04-27,2039,59,1166,814
2020-04-28,2047,63,1232,752
2020-04-29,2062,67,1288,707
2020-04-30,2076,69,1348,659
2020-05-01,2085,75,1421,589
2020-05-02,2088,77,1463,548
2020-05-03,2096,79,1489,528
2020-05-04,2101,80,1522,499
2020-05-05,2112,83,1560,469
2020-05-06,2119,85,1601,433
2020-05-07,2125,86,1641,398
2020-05-08,2161,86,1689,386
2020-05-09,2176,87,1726,363
2020-05-10,2187,90,1764,333
2020-05-11,2196,91,1784,321
2020-05-12,2207,91,1808,308
2020-05-13,2213,94,1834,285
2020-05-14,2221,94,1850,277
2020-05-15,2222,95,1869,258
2020-05-16,2224,95,1913,216
2020-05-17,2226,95,1936,195
2020-05-18,2228,95,1946,187
2020-05-19,2232,96,1967,169
2020-05-20,2234,96,1978,160
2020-05-21,2237,97,1978,162
2020-05-22,2243,99,2011,133
2020-05-23,2243,99,2023,121
2020-05-24,2244,99,2027,118
2020-05-25,2244,100,2035,109
2020-05-26,2244,101,2046,97
2020-05-27,2244,101,2047,96
2020-05-28,2245,102,2051,92
2020-05-29,2245,103,2059,83
2020-05-30,2246,103,2063,80
2020-05-31,2246,103,2072,71
2020-06-01,2246,103,2077,66
2020-06-02,2246,103,2088,55
2020-06-03,2246,103,2095,48
2020-06-04,2247,103,2105,39
2020-06-05,2247,103,2113,31
2020-06-06,2247,104,2121,22
2020-06-07,2247,104,2126,17
2020-06-08,2247,104,2128,15
2020-06-09,2247,106,2130,11
2020-06-10,2249,106,2130,13
2020-06-11,2249,106,2132,11
2020-06-12,2249,107,2133,9
2020-06-13,2251,107,2134,10
2020-06-14,2252,107,2134,11
2020-06-15,2254,107,2140,7
2020-06-16,2255,107,2140,8
2020-06-17,2258,107,2141,10
2020-06-18,2269,107,2142,20
2020-06-19,2280,107,2142,31
2020-06-20,2299,107,2142,50
2020-06-21,2317,107,2142,68
2020-06-22,2336,107,2142,87
2020-06-23,2366,107,2142,117
2020-06-24,2388,107,2145,136
2020-06-25,2483,107,2149,227
2020-06-26,2539,107,2150,282
2020-06-27,2624,107,2152,365
2020-06-28,2691,107,2152,432
2020-06-29,2725,107,2155,463
2020-06-30,2777,107,2155,515
2020-07-01,2831,108,2155,568
2020-07-02,2912,110,2155,647
2020-07-03,3008,112,2168,728
2020-07-04,3094,113,2183,798
2020-07-05,3151,113,2196,842
2020-07-06,3220,113,2210,897
2020-07-07,3272,113,2229,930
2020-07-08,3325,114,2277,934
2020-07-09,3416,115,2323,978
2020-07-10,3532,117,2377,1038
2020-07-11,3672,118,2466,1088
2020-07-12,3722,119,2486,1117
2020-07-13,3775,119,2514,1142
2020-07-14,3827,120,2558,1149
2020-07-15,3953,120,2629,1204
2020-07-16,4039,120,2729,1190
2020-07-17,4137,120,2825,1192
2020-07-18,4253,120,2929,1204
2020-07-19,4345,120,3018,1207
2020-07-20,4370,122,3101,1147
2020-07-21,4422,123,3183,1116
2020-07-22,4530,125,3278,1127
2020-07-23,4634,128,3394,1112
2020-07-24,4715,128,3555,1032
2020-07-25,4792,133,3778,881
2020-07-26,4857,136,3866,855
2020-07-27,4881,139,3936,806
2020-07-28,4923,140,4034,749
2020-07-29,4993,141,4099,753
2020-07-30,5071,144,4178,749
2020-07-31,5139,145,4267,727
2020-08-01,5224,145,4341,738
2020-08-02,5260,149,4373,738
2020-08-03,5294,153,4438,703
2020-08-04,5318,154,4517,647
2020-08-05,5376,154,4589,633
2020-08-06,5404,155,4688,561
2020-08-07,5466,155,4758,553
2020-08-08,5543,157,4817,569
2020-08-09,5604,157,4861,586
2020-08-10,5649,158,4906,585
2020-08-11,5740,160,4962,618
2020-08-12,5870,160,5024,686
2020-08-13,6050,161,5078,811
2020-08-14,6258,163,5134,961
2020-08-15,6420,165,5193,1062
2020-08-16,6571,166,5220,1185
2020-08-17,6656,166,5254,1236
2020-08-18,6855,166,5318,1371
2020-08-19,7074,168,5386,1520
2020-08-20,7329,168,5472,1689
2020-08-21,7594,169,5584,1841
2020-08-22,7900,170,5678,2052
2020-08-23,8175,171,5801,2203
2020-08-24,8311,173,5926,2212
2020-08-25,8530,175,6124,2231
2020-08-26,8888,175,6362,2351
2020-08-27,9192,177,6595,2420
2020-08-28,9549,180,6809,2560
2020-08-29,9861,183,7024,2654
2020-08-30,10123,184,7212,2727
2020-08-31,10269,186,7434,2649
2020-09-01,10414,187,7735,2492
2020-09-02,10725,191,7968,2566
2020-09-03,11094,194,8266,2634
2020-09-04,11428,195,8530,2703
2020-09-05,11739,197,8771,2771
2020-09-06,11964,198,9008,2758
2020-09-07,12081,201,9266,2614
2020-09-08,12285,203,9553,2529
2020-09-09,12626,206,9833,2587
2020-09-10,12917,208,10142,2567
2020-09-11,13107,211,10466,2430
2020-09-12,13368,218,10721,2429
2020-09-13,13533,224,10899,2410
2020-09-14,13598,227,11151,2220
2020-09-15,13749,230,11412,2107
2020-09-16,14029,236,11690,2103
2020-09-17,14279,238,11933,2108
2020-09-18,14513,244,12169,2100
2020-09-19,14725,244,12353,2128
2020-09-20,14922,248,12536,2138
2020-09-21,14992,253,12737,2002
2020-09-22,15136,255,12987,1894
2020-09-23,15340,257,13815,1268
2020-09-24,15572,261,14111,1200
2020-09-25,15795,266,14303,1226
2020-09-26,16007,269,14405,1333
2020-09-27,16197,272,14609,1316
2020-09-28,16245,272,14793,1180
2020-09-29,16380,275,14947,1158
2020-09-30,16593,280,15057,1256
2020-10-01,16827,284,15218,1325
2020-10-02,17160,291,15423,1446
2020-10-03,17401,293,15661,1447
2020-10-04,17659,298,15849,1512
2020-10-05,17797,300,16031,1466
2020-10-06,18084,304,16192,1588
2020-10-07,18447,309,16308,1830
2020-10-08,18989,310,16473,2206
2020-10-09,19446,313,16695,2438
2020-10-10,19932,317,16953,2662
2020-10-11,20440,324,17298,2818
2020-10-12,20621,327,17582,2712
2020-10-13,20993,330,17889,2774
2020-10-14,21741,334,18197,3210
2020-10-15,22534,344,18628,3562
2020-10-16,23665,345,19087,4233
2020-10-17,24761,355,19562,4844
2020-10-18,25580,363,20053,5164
2020-10-19,25973,374,20529,5070
2020-10-20,26863,382,20962,5519
2020-10-21,28287,393,21435,6459
2020-10-22,29850,406,22064,7380
2020-10-23,31717,413,22910,8394
2020-10-24,33959,429,23785,9745
2020-10-25,36380,437,24799,11144
